Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces,Brewery,City,State
Caldera Pale Ale,1419,0.056,55,156,American Pale Ale (APA),12,Caldera Brewing Company,Ashland, OR
Lawnmower Lager,878,0.039,16,156,American Adjunct Lager,12,Caldera Brewing Company,Ashland, OR
Ashland Amber Ale (2009),794,0.054,24,156,American Amber / Red Ale,12,Caldera Brewing Company,Ashland, OR
Caldera IPA (2009),793,0.061,94,156,American IPA,12,Caldera Brewing Company,Ashland, OR
Caldera IPA (2007),792,0.061,94,156,American IPA,12,Caldera Brewing Company,Ashland, OR
Caldera Pale Ale (2010),791,0.056,55,156,American Pale Ale (APA),12,Caldera Brewing Company,Ashland, OR
Caldera Pale Ale (2009),790,0.056,55,156,American Pale Ale (APA),12,Caldera Brewing Company,Ashland, OR
Caldera Pale Ale (2005),789,0.056,55,156,American Pale Ale (APA),12,Caldera Brewing Company,Ashland, OR
Caldera Pale Ale (2007),788,0.056,55,156,American Pale Ale (APA),12,Caldera Brewing Company,Ashland, OR
Caldera Pale Ale (2011),38,0.056,55,156,American Pale Ale (APA),12,Caldera Brewing Company,Ashland, OR
Ashland Amber Ale,37,0.054,24,156,American Amber / Red Ale,12,Caldera Brewing Company,Ashland, OR
Caldera IPA,36,0.061,94,156,American IPA,12,Caldera Brewing Company,Ashland, OR
Remain in Light,2257,0.05,,179,American Pilsner,12,Cambridge Brewing Company,Cambridge, MA
Flower Child (2014),2256,0.065,,179,American IPA,12,Cambridge Brewing Company,Cambridge, MA
THP White (2006),870,,,498,Witbier,12,Cans Bar and Canteen,Charlotte, NC
THP Amber (2006),869,,,498,American Amber / Red Ale,12,Cans Bar and Canteen,Charlotte, NC
THP Light (2006),868,,,498,American Blonde Ale,12,Cans Bar and Canteen,Charlotte, NC
THP Dark (2006),867,,,498,English Dark Mild Ale,12,Cans Bar and Canteen,Charlotte, NC
Imperial Pumpkin Stout,2068,0.099,43,231,Pumpkin Ale,16,Cape Ann Brewing Company,Gloucester, MA
Dead-Eye DIPA,2067,0.09,130,231,American Double / Imperial IPA,16,Cape Ann Brewing Company,Gloucester, MA
Fisherman's IPA,2066,0.055,64,231,American IPA,12,Cape Ann Brewing Company,Gloucester, MA
Fisherman's Pils,2065,0.054,35,231,German Pilsener,12,Cape Ann Brewing Company,Gloucester, MA
Fisherman's Brew,2064,0.055,30,231,American Amber / Red Ale,12,Cape Ann Brewing Company,Gloucester, MA
Cape Cod Red,1928,0.055,35,268,American Amber / Red Ale,16,Cape Cod Beer,Hyannis, MA
Beach Blonde,1927,0.049,10,268,American Blonde Ale,16,Cape Cod Beer,Hyannis, MA
Dark Voyage Black IPA (2013),2227,0.065,80,193,American Black Ale,12,Capital Brewery,Middleton, WI
Wisconsin Amber,2226,0.052,28,193,Vienna Lager,12,Capital Brewery,Middleton, WI
Lake House,2225,0.046,18,193,Munich Helles Lager,12,Capital Brewery,Middleton, WI
Ghost Ship White IPA,1954,0.056,55,193,American IPA,12,Capital Brewery,Middleton, WI
Lake House,1910,0.046,18,193,Munich Helles Lager,16,Capital Brewery,Middleton, WI
Mutiny IPA,1177,0.062,70,193,American IPA,12,Capital Brewery,Middleton, WI
Wisconsin Amber (1998),840,0.052,28,193,Vienna Lager,12,Capital Brewery,Middleton, WI
Island Wheat,180,0.042,14,193,American Pale Wheat Ale,12,Capital Brewery,Middleton, WI
Wisconsin Amber (2013),63,0.052,28,193,Vienna Lager,12,Capital Brewery,Middleton, WI
U.S. Pale Ale,62,0.05,,193,American Pale Ale (APA),12,Capital Brewery,Middleton, WI
Supper Club Lager,61,0.05,28,193,American Pale Lager,12,Capital Brewery,Middleton, WI
Carolina Lighthouse (2007),784,0.04,,505,American Blonde Ale,12,Carolina Beer & Beverage,Mooresville, NC
Carolina Blonde (2006),783,0.05,,505,American Blonde Ale,12,Carolina Beer & Beverage,Mooresville, NC
Carolina Blonde Light (2005),782,0.035,,505,American Blonde Ale,12,Carolina Beer & Beverage,Mooresville, NC
Santa's Secret,2255,0.059,22,180,Winter Warmer,16,Carolina Brewery,Pittsboro, NC
Flagship IPA,530,0.057,65,180,English India Pale Ale (IPA),12,Carolina Brewery,Pittsboro, NC
Sky Blue Golden Ale,427,0.051,20,180,Kölsch,12,Carolina Brewery,Pittsboro, NC
Epitome,2094,0.099,100,223,American Black Ale,16,Carton Brewing Company,Atlantic Highlands, NJ
Monkey Chased the Weasel,1941,0.039,9,223,Berliner Weissbier,16,Carton Brewing Company,Atlantic Highlands, NJ
077XX,1940,0.078,80,223,American Double / Imperial IPA,16,Carton Brewing Company,Atlantic Highlands, NJ
Boat Beer,1439,0.042,35,223,American IPA,12,Carton Brewing Company,Atlantic Highlands, NJ
Granny Smith Hard Apple Cider,1465,0.069,,405,Cider,16,Cascadia Ciderworks United,Portland, OR
Dry Hard Apple Cider,1464,0.069,,405,Cider,16,Cascadia Ciderworks United,Portland, OR
Farmer Ted's Cream Ale,1744,0.056,7,332,Cream Ale,12,Catawba Brewing Company,Morganton, NC
Firewater India Pale Ale,1743,0.052,,332,American IPA,12,Catawba Brewing Company,Morganton, NC
White Zombie Ale,1742,0.047,5,332,Witbier,12,Catawba Brewing Company,Morganton, NC
King Winterbolt Winter Ale,1719,0.07,50,332,Winter Warmer,12,Catawba Brewing Company,Morganton, NC
White Zombie Ale,638,0.047,,332,Witbier,12,Catawba Brewing Company,Morganton, NC
Firewater India Pale Ale,507,0.052,,332,American IPA,12,Catawba Brewing Company,Morganton, NC
Farmer Ted's Farmhouse Cream Ale,480,0.056,7,332,Cream Ale,12,Catawba Brewing Company,Morganton, NC
Whitecap Wit,1882,0.048,16,286,Witbier,16,Catawba Island Brewing,Port Clinton, OH
Seiche Scottish Ale,1881,0.078,16,286,Scottish Ale,16,Catawba Island Brewing,Port Clinton, OH
Peanut Butter Jelly Time,2446,0.058,10,97,American Brown Ale,12,Catawba Valley Brewing Company,Morganton, NC
King Coconut,2106,0.054,35,97,American Porter,12,Catawba Valley Brewing Company,Morganton, NC
Gone A-Rye,2600,0.085,90,30,American Double / Imperial IPA,16,Cedar Creek Brewery,Seven Points, TX
Special Release,2210,,,30,,16,Cedar Creek Brewery,Seven Points, TX
Dankosaurus,2052,0.068,70,30,American IPA,16,Cedar Creek Brewery,Seven Points, TX
Scruffy's Smoked Alt,1584,0.051,35,30,Smoked Beer,16,Cedar Creek Brewery,Seven Points, TX
Elliott's Phoned Home Pale Ale,1182,0.051,36,30,American Pale Ale (APA),16,Cedar Creek Brewery,Seven Points, TX
The Lawn Ranger,1050,0.05,18,30,Cream Ale,16,Cedar Creek Brewery,Seven Points, TX
All American Blonde Ale,1219,0.05,,453,American Blonde Ale,12,Centennial Beer Company,Edwards, CO
All American Red Ale,1218,0.05,,453,American Amber / Red Ale,12,Centennial Beer Company,Edwards, CO
Main St. Virginia Ale,2377,0.05,40,123,Altbier,12,Center of the Universe Brewing C...,Ashland, VA
Chin Music Amber Lager,1839,0.045,24,123,American Amber / Red Lager,12,Center of the Universe Brewing C...,Ashland, VA
Main St. Virginia Ale,1248,0.05,40,123,Altbier,12,Center of the Universe Brewing C...,Ashland, VA
Ray RayÃ¢â‚¬â„¢s Pale Ale,1247,0.052,42,123,American Pale Ale (APA),12,Center of the Universe Brewing C...,Ashland, VA
Chai Ale,1649,0.051,15,351,Herbed / Spiced Beer,16,Central Coast Brewing Company,San Luis Obispo, CA
Lucky Day IPA,1648,0.072,85,351,American IPA,16,Central Coast Brewing Company,San Luis Obispo, CA
Terrace Hill Double IPA,1647,0.095,99,351,American Double / Imperial IPA,16,Central Coast Brewing Company,San Luis Obispo, CA
Catch 23,1646,0.075,77,351,American Black Ale,16,Central Coast Brewing Company,San Luis Obispo, CA
Stickin' In My Rye,2057,0.07,65,237,Rye Beer,24,Champion Brewing Company,Charlottesville, VA
Black Me Stout,2056,0.06,45,237,American Stout,12,Champion Brewing Company,Charlottesville, VA
Killer Kolsch,2055,0.05,22,237,Kölsch,12,Champion Brewing Company,Charlottesville, VA
Missile IPA,1933,0.07,65,237,American IPA,12,Champion Brewing Company,Charlottesville, VA
Enlighten,2019,0.045,,251,Kölsch,16,Chapman's Brewing,Angola, IN
Ale Cider,2018,0.065,8,251,Fruit / Vegetable Beer,16,Chapman's Brewing,Angola, IN
Pail Ale,2017,0.055,30,251,American Pale Ale (APA),16,Chapman's Brewing,Angola, IN
Englishman,2016,0.045,20,251,English Brown Ale,16,Chapman's Brewing,Angola, IN
8 Barrel,2080,0.08,69,227,American Strong Ale,16,Chatham Brewing,Chatham, NY
Oktoberfest,2079,0.055,40,227,Märzen / Oktoberfest,16,Chatham Brewing,Chatham, NY
IPA #11,2380,0.057,58,122,American IPA,16,Cheboygan Brewing Company,Cheboygan, MI
Blood Orange Honey,2379,0.057,10,122,Fruit / Vegetable Beer,16,Cheboygan Brewing Company,Cheboygan, MI
Lighthouse Amber,2354,0.052,17,122,Altbier,16,Cheboygan Brewing Company,Cheboygan, MI
Bay of Bengal Double IPA (2014),2440,0.089,126,100,American Double / Imperial IPA,12,Christian Moerlein Brewing Company,Cincinnati, OH
Churchkey Pilsner Style Beer,567,0.049,29,527,American Pilsner,12,Churchkey Can Company,Seattle, WA
First Press,1342,0.05,,426,Cider,12,Ciderboys,Stevens Point, WI
Magic Apple,1341,0.05,,426,Cider,12,Ciderboys,Stevens Point, WI
Cubano Espresso,2349,0.055,25,142,Bock,12,Cigar City Brewing Company,Tampa, FL
Operation Homefront,2014,0.062,65,142,American IPA,12,Cigar City Brewing Company,Tampa, FL
Wandering Pelican,2013,0.082,65,142,American Black Ale,12,Cigar City Brewing Company,Tampa, FL
Sugar Plum,2012,0.055,25,142,American Brown Ale,12,Cigar City Brewing Company,Tampa, FL
Oktoberfest,2011,0.055,25,142,Märzen / Oktoberfest,12,Cigar City Brewing Company,Tampa, FL
Puppy's Breath Porter,2010,0.06,25,142,American Porter,12,Cigar City Brewing Company,Tampa, FL
Happening Now,2009,0.045,,142,American IPA,12,Cigar City Brewing Company,Tampa, FL
Hopped on the High Seas (Hop #529),1726,0.07,60,142,American IPA,12,Cigar City Brewing Company,Tampa, FL
Hopped on the High Seas (Calypso),1725,0.07,60,142,American IPA,12,Cigar City Brewing Company,Tampa, FL
Wiregrass Post-Prohibition Ale,1695,0.063,60,142,American Pale Ale (APA),12,Cigar City Brewing Company,Tampa, FL
Dry-Hopped On The High Seas Caribbean-Style IPA,1694,0.07,60,142,American IPA,12,Cigar City Brewing Company,Tampa, FL
Hopped on the High Seas (Citra),1693,0.07,60,142,American IPA,12,Cigar City Brewing Company,Tampa, FL
Hopped on the High Seas (Ahtanum),1692,0.07,60,142,American IPA,12,Cigar City Brewing Company,Tampa, FL
Gwar Beer,1369,0.055,,142,American Pale Ale (APA),12,Cigar City Brewing Company,Tampa, FL
Tropical Heatwave,1243,0.052,30,142,American Pale Wheat Ale,16,Cigar City Brewing Company,Tampa, FL
Humidor Series India Pale Ale,1142,0.075,70,142,American IPA,12,Cigar City Brewing Company,Tampa, FL
Jai Alai IPA Aged on White Oak,1141,0.075,70,142,American IPA,12,Cigar City Brewing Company,Tampa, FL
JosÃƒÂ© MartÃƒÂ­ American Porter,1140,0.08,65,142,American Porter,12,Cigar City Brewing Company,Tampa, FL
Invasion Pale Ale,1139,0.05,36,142,American Pale Ale (APA),12,Cigar City Brewing Company,Tampa, FL
Maduro Brown Ale,1138,0.055,25,142,English Brown Ale,12,Cigar City Brewing Company,Tampa, FL
Maduro Brown Ale,571,0.055,25,142,American Brown Ale,12,Cigar City Brewing Company,Tampa, FL
Hotter Than Helles Lager,570,0.05,20,142,Munich Helles Lager,12,Cigar City Brewing Company,Tampa, FL
Tocobaga Red Ale,569,0.072,75,142,American Amber / Red Ale,12,Cigar City Brewing Company,Tampa, FL
Jai Alai IPA,546,0.075,70,142,American IPA,12,Cigar City Brewing Company,Tampa, FL
Florida Cracker Belgian Wit,545,0.05,18,142,Witbier,12,Cigar City Brewing Company,Tampa, FL
Shark Tracker Light lager,2338,0.048,13,146,Light Lager,12,Cisco Brewers,Nantucket, MA
Pumple Drumkin,1365,0.06,,146,Pumpkin Ale,12,Cisco Brewers,Nantucket, MA
Grey Lady,1094,0.045,7,146,Witbier,12,Cisco Brewers,Nantucket, MA
Summer of Lager,657,0.062,,146,Munich Helles Lager,12,Cisco Brewers,Nantucket, MA
Indie Pale Ale,656,0.065,,146,American IPA,12,Cisco Brewers,Nantucket, MA
Sankaty Light Lager,359,0.038,29,146,Light Lager,12,Cisco Brewers,Nantucket, MA
Whale's Tale Pale Ale,56,0.056,40,146,English Pale Ale,12,Cisco Brewers,Nantucket, MA
Jacaranada Rye IPA,1772,0.067,60,321,American IPA,16,Claremont Craft Ales,Claremont, CA
Cascadian Dark Ale,1393,0.06,75,419,American Black Ale,12,Coalition Brewing Company,Portland, OR
Wheat the People,893,0.044,13,419,American Pale Wheat Ale,16,Coalition Brewing Company,Portland, OR
Tybee Island Blonde,1407,0.047,17,416,American Blonde Ale,12,Coastal Empire Beer Company,Savannah, GA
Savannah Brown Ale,1406,0.062,55,416,American Brown Ale,12,Coastal Empire Beer Company,Savannah, GA
Rhode Island Blueberry,2438,0.046,11,102,Kölsch,12,Coastal Extreme Brewing Company,Newport, RI
Newport Storm IPA,2437,0.065,75,102,American IPA,12,Coastal Extreme Brewing Company,Newport, RI
Hurricane Amber Ale (2004),751,0.052,24,102,American Amber / Red Ale,12,Coastal Extreme Brewing Company,Newport, RI
Hurricane Amber Ale,120,0.052,24,102,American Amber / Red Ale,12,Coastal Extreme Brewing Company,Newport, RI
Big Blue Van,2061,0.058,,233,Fruit / Vegetable Beer,16,College Street Brewhouse and Pub,Lake Havasu City, AZ
Des Moines IPA,970,0.068,75,483,American IPA,16,Confluence Brewing Company,Des Moines, IA
Capital Gold Golden Lager,969,0.048,22,483,German Pilsener,16,Confluence Brewing Company,Des Moines, IA
Farmer John's Multi-Grain Ale,968,0.056,21,483,American Blonde Ale,16,Confluence Brewing Company,Des Moines, IA
Behemoth,2351,0.05,,140,American Pilsner,12,Core Brewing & Distilling Company,Springdale, AR
Arkansas Red,1650,0.052,16,140,American Amber / Red Ale,12,Core Brewing & Distilling Company,Springdale, AR
Core Oatmeal Stout,1337,0.057,32,140,Oatmeal Stout,12,Core Brewing & Distilling Company,Springdale, AR
Core ESB,1336,0.061,36,140,Extra Special / Strong Bitter (ESB),12,Core Brewing & Distilling Company,Springdale, AR
Chester's Beer (2005),737,0.038,,513,American Pale Lager,12,Cottrell Brewing,Pawcatuck, CT
Heiner Brau Kölsch,129,0.05,,554,Kölsch,12,Covington Brewhouse,Covington, LA
Trigger Blonde Ale,716,0.048,,516,American Blonde Ale,16,Crabtree Brewing Company,Greeley, CO
Crabtree Oatmeal Stout,659,0.075,29,516,Oatmeal Stout,16,Crabtree Brewing Company,Greeley, CO
Eclipse Black IPA,556,0.077,71,516,American Black Ale,16,Crabtree Brewing Company,Greeley, CO
Neomexicanus Native,2538,0.06,46,64,American Pale Ale (APA),12,Crazy Mountain Brewing Company,Edwards, CO
Old Soul,2355,0.075,25,64,Belgian Strong Pale Ale,12,Crazy Mountain Brewing Company,Edwards, CO
Snowcat Coffee Stout,1689,0.059,,64,American Stout,12,Crazy Mountain Brewing Company,Edwards, CO
WinterWonderGrass Festival Ale,1163,,,64,American Amber / Red Ale,12,Crazy Mountain Brewing Company,Edwards, CO
Boohai Red Ale,940,0.06,,64,American Amber / Red Ale,12,Crazy Mountain Brewing Company,Edwards, CO
Lava Lake Wit,685,0.052,15,64,Witbier,12,Crazy Mountain Brewing Company,Edwards, CO
Mountain Livin' Pale Ale,613,0.06,,64,American Pale Ale (APA),12,Crazy Mountain Brewing Company,Edwards, CO
Crazy Mountain Amber Ale,356,0.052,25,64,American Amber / Red Ale,12,Crazy Mountain Brewing Company,Edwards, CO
Tropicalia,2029,0.065,65,248,American IPA,12,Creature Comforts,Athens, GA
Athena,2028,0.045,,248,Berliner Weissbier,12,Creature Comforts,Athens, GA
Aviator Raspberry Blonde,2293,0.049,25,170,American Blonde Ale,12,Crooked Fence Brewing Company,Garden City, ID
3 Picket Porter,1105,0.055,,170,American Porter,12,Crooked Fence Brewing Company,Garden City, ID
Rusty Nail Pale Ale,1104,0.056,,170,American Pale Ale (APA),12,Crooked Fence Brewing Company,Garden City, ID
Red Water Irish Style Red,2145,0.065,20,213,American Amber / Red Ale,12,Crow Peak Brewing Company,Spearfish, SD
MjÃƒÂ¶llnir,1804,0.066,,213,Herbed / Spiced Beer,12,Crow Peak Brewing Company,Spearfish, SD
Bear Butte Nut Brown Ale,1602,0.055,,213,American Brown Ale,12,Crow Peak Brewing Company,Spearfish, SD
Easy Livin' Summer Ale,1301,0.045,26,213,American Blonde Ale,12,Crow Peak Brewing Company,Spearfish, SD
Canyon Cream Ale,542,0.055,10,213,Cream Ale,12,Crow Peak Brewing Company,Spearfish, SD
Pile O'Dirt Porter,272,0.069,25,213,American Porter,12,Crow Peak Brewing Company,Spearfish, SD
11th Hour IPA,271,0.06,70,213,American IPA,12,Crow Peak Brewing Company,Spearfish, SD
South Ridge Amber Ale,1057,0.06,31,473,American Amber / Red Ale,16,Crystal Springs Brewing Company,Boulder, CO
Summertime Ale,681,0.052,23,473,Kölsch,16,Crystal Springs Brewing Company,Boulder, CO
Lost River Blonde Ale,1789,0.049,10,316,American Blonde Ale,16,Cutters Brewing Company,Avon, IN
Monon Wheat,1788,0.054,14,316,Witbier,16,Cutters Brewing Company,Avon, IN
Floyd's Folly,1787,0.08,27,316,Scottish Ale,16,Cutters Brewing Company,Avon, IN
Half Court IPA,1786,0.063,70,316,American IPA,16,Cutters Brewing Company,Avon, IN
Geary's Pale Ale,1763,0.045,,324,English Pale Ale,12,D.L. Geary Brewing Company,Portland, ME
Geary's Summer Ale,1311,0.06,36,324,Kölsch,12,D.L. Geary Brewing Company,Portland, ME
Stone of Arbroath,2078,0.08,30,228,Scotch Ale / Wee Heavy,12,DC Brau Brewing Company,Washington, DC
The Tradition,1809,0.05,15,228,American Blonde Ale,12,DC Brau Brewing Company,Washington, DC
El Hefe Speaks,1263,0.053,11,228,Hefeweizen,12,DC Brau Brewing Company,Washington, DC
Penn Quarter Porter,1092,0.055,40,228,American Porter,12,DC Brau Brewing Company,Washington, DC
On the Wings of Armageddon,851,0.092,115,228,American Double / Imperial IPA,12,DC Brau Brewing Company,Washington, DC
The Corruption,186,0.065,80,228,American IPA,12,DC Brau Brewing Company,Washington, DC
The Citizen,185,0.07,,228,Belgian Pale Ale,12,DC Brau Brewing Company,Washington, DC
The Public,184,0.06,45,228,American Pale Ale (APA),12,DC Brau Brewing Company,Washington, DC
Dank IPA,1224,0.065,,452,American IPA,16,Dad & Dude's Breweria,Aurora, CO
Dank IPA (2012),964,0.065,,452,American IPA,16,Dad & Dude's Breweria,Aurora, CO
Lift Off IPA,1623,0.072,72,359,American IPA,16,Daredevil Brewing Company,Shelbyville, IN
BrewFarm Select Golden Lager,110,0.055,,555,American Pale Lager,12,Dave's Brewfarm,Wilson, WI
Sprocket Blonde Ale (2006),1735,0.05,,334,American Blonde Ale,12,David's Ale Works,Diamond Springs, CA
Sprocket Pale Ale (2006),1734,0.05,,334,American Pale Ale (APA),12,David's Ale Works,Diamond Springs, CA
Dead Armadillo Amber Ale,1746,0.063,37,331,American Amber / Red Ale,12,Dead Armadillo Craft Brewing,Tulsa, OK
Neato Bandito,2371,0.06,18,128,Euro Pale Lager,12,Deep Ellum Brewing Company,Dallas, TX
Oak Cliff Coffee Ale,2251,0.075,33,128,American Brown Ale,12,Deep Ellum Brewing Company,Dallas, TX
Dream Crusher Double IPA,2166,0.085,100,128,American Double / Imperial IPA,12,Deep Ellum Brewing Company,Dallas, TX
Deep Ellum Pale Ale,1827,0.06,,128,American Pale Ale (APA),12,Deep Ellum Brewing Company,Dallas, TX
Double Brown Stout,1203,0.07,27,128,Baltic Porter,12,Deep Ellum Brewing Company,Dallas, TX
Farmhouse Wit,1202,0.048,25,128,Saison / Farmhouse Ale,16,Deep Ellum Brewing Company,Dallas, TX
Rye Pils Session Lager,1161,0.046,,128,German Pilsener,12,Deep Ellum Brewing Company,Dallas, TX
Dallas Blonde,946,0.052,23,128,American Blonde Ale,12,Deep Ellum Brewing Company,Dallas, TX
Deep Ellum IPA,943,0.07,70,128,American IPA,12,Deep Ellum Brewing Company,Dallas, TX
Thrasher Session India Pale Ale,1886,0.045,44,284,American IPA,12,Defiance Brewing Company,Hays, KS
Gutch English Style Mild Ale,1885,0.05,16,284,English Pale Mild Ale,12,Defiance Brewing Company,Hays, KS
Chuli Stout,1213,0.059,55,454,Irish Dry Stout,12,Denali Brewing Company,Talkeetna, AK
Mother Ale,1159,0.056,46,454,American Blonde Ale,12,Denali Brewing Company,Talkeetna, AK
Twister Creek India Pale Ale,947,0.065,71,454,American IPA,12,Denali Brewing Company,Talkeetna, AK
Single Engine Red,929,0.058,46,454,Irish Red Ale,12,Denali Brewing Company,Talkeetna, AK
Incredible Pedal IPA,1944,0.07,60,264,American IPA,12,Denver Beer Company,Denver, CO
Graham Cracker Porter,1943,0.05,15,264,American Porter,12,Denver Beer Company,Denver, CO
Mirror Pond Pale Ale,1210,0.05,40,455,American Pale Ale (APA),12,Deschutes Brewery,Bend, OR
Weissenheimer,2550,0.052,16,58,Hefeweizen,12,Destihl Brewery,Bloomington, IL
Abbey's Single (2015- ),2505,0.049,22,58,Abbey Single Ale,12,Destihl Brewery,Bloomington, IL
Vertex IPA,2025,0.063,76,58,American IPA,12,Destihl Brewery,Bloomington, IL
Here Gose Nothin',2021,0.05,12,58,Gose,12,Destihl Brewery,Bloomington, IL
Strawberry Blonde,2015,0.05,,58,Fruit / Vegetable Beer,12,Destihl Brewery,Bloomington, IL
Hoperation Overload,1888,0.096,85,58,American Double / Imperial IPA,12,Destihl Brewery,Bloomington, IL
Abbey's Single Ale (Current),1887,0.049,22,58,Abbey Single Ale,12,Destihl Brewery,Bloomington, IL
Bravo Four Point,2051,0.044,45,238,American Pale Ale (APA),12,Devil's Backbone Brewing Company,Lexington, VA
Striped Bass Pale Ale,1201,0.052,26,238,American Pale Ale (APA),12,Devil's Backbone Brewing Company,Lexington, VA
Deadicated Amber,924,0.054,27,492,American Amber / Red Ale,16,Devil's Canyon Brewery,Belmont, CA
Kaleidoscope Collaboration 2012,731,0.055,,492,American Black Ale,16,Devil's Canyon Brewery,Belmont, CA
California Sunshine Rye IPA,730,0.071,85,492,American IPA,16,Devil's Canyon Brewery,Belmont, CA
Full Boar Scotch Ale,647,0.074,12,492,Scotch Ale / Wee Heavy,16,Devil's Canyon Brewery,Belmont, CA
12 Man Pale Ale,1773,0.045,,320,American Pale Ale (APA),12,Dick's Brewing Company,Centralia, WA
Filthy Hoppin' IPA,1795,0.065,72,312,American IPA,16,Dirty Bucket Brewing Company,Woodinville, WA
Dock Street Amber Beer (1992),944,0.05,,489,American Amber / Red Ale,12,Dock Street Brewery,Philadelphia, PA
Dolores River Hefeweizen,524,,,532,Hefeweizen,16,Dolores River Brewery,Dolores, CO
Dolores River ESB,450,0.058,24,532,Extra Special / Strong Bitter (ESB),16,Dolores River Brewery,Dolores, CO
Snaggletooth Double Pale Ale,449,,,532,American Double / Imperial IPA,16,Dolores River Brewery,Dolores, CO
Dolores River Pale Ale,448,0.058,,532,American Pale Ale (APA),16,Dolores River Brewery,Dolores, CO
Dolores River Dry Stout,447,0.049,20,532,Irish Dry Stout,16,Dolores River Brewery,Dolores, CO
Dolores River Mild,446,0.05,,532,English Dark Mild Ale,16,Dolores River Brewery,Dolores, CO
Cranberry Blend,1246,0.049,,447,Cider,12,Downeast Cider House,Leominster, MA
Orignal Blend,977,0.051,,447,Cider,12,Downeast Cider House,Leominster, MA
Hop Abomination,881,0.066,100,497,American IPA,12,Dry Dock Brewing Company,Aurora, CO
Apricot Blonde,880,0.051,17,497,Fruit / Vegetable Beer,12,Dry Dock Brewing Company,Aurora, CO
Dry Dock Hefeweizen,872,0.043,12,497,Hefeweizen,12,Dry Dock Brewing Company,Aurora, CO
Dry Dock Amber Ale,871,0.058,49,497,American Amber / Red Ale,12,Dry Dock Brewing Company,Aurora, CO
Category 3 IPA,1685,0.061,64,341,American IPA,12,Due South Brewing Company,Boynton Beach, FL
Dundee Summer Wheat Beer,457,0.045,18,539,American Pale Wheat Ale,12,Dundee Brewing Company,Rochester, NY
Pumpkin Patch Ale,1590,0.05,,370,Pumpkin Ale,16,Eddyline Brewery & Restaurant,Buena Vista, CO
Crank Yanker IPA,1382,0.078,74,370,American IPA,16,Eddyline Brewery & Restaurant,Buena Vista, CO
River Runners Pale Ale,1110,0.06,60,370,American Pale Ale (APA),16,Eddyline Brewery & Restaurant,Buena Vista, CO
Pumpkin Patch Ale (2012),1014,0.05,,370,Pumpkin Ale,16,Eddyline Brewery & Restaurant,Buena Vista, CO
Mountain Fairy Raspberry Wheat,911,0.055,,370,Fruit / Vegetable Beer,16,Eddyline Brewery & Restaurant,Buena Vista, CO
Boater Beer,680,0.045,10,370,German Pilsener,16,Eddyline Brewery & Restaurant,Buena Vista, CO
Crank Yanker IPA (2011),395,0.078,74,370,American IPA,16,Eddyline Brewery & Restaurant,Buena Vista, CO
Bleeding Buckeye Red Ale,1642,0.057,40,353,Extra Special / Strong Bitter (ESB),16,Elevator Brewing Company,Columbus, OH
Dottie Seattle Lager,673,0.049,25,517,American Amber / Red Lager,16,Emerald City Beer Company,Seattle, WA
Nut Sack Imperial Brown Ale,1107,0.07,26,466,American Brown Ale,12,Engine 15 Brewing,Jacksonville Beach, FL
Underachiever,1039,0.05,,474,American Adjunct Lager,16,Engine House 9,Tacoma, WA
Lil' Brainless Raspberries,2477,0.052,7,82,Fruit / Vegetable Beer,12,Epic Brewing,Denver, CO
Element 29,2008,0.052,35,82,American Pale Ale (APA),12,Epic Brewing,Denver, CO
Hop Syndrome,2004,0.05,,82,American Pale Lager,12,Epic Brewing,Denver, CO
Escape to Colorado,2003,0.062,65,82,American IPA,12,Epic Brewing,Denver, CO
Little Sister India Style Session Ale,2292,0.043,60,171,American IPA,12,Everybody's Brewing,White Salmon, WA
Country Boy IPA,1504,0.062,80,171,American IPA,12,Everybody's Brewing,White Salmon, WA
Blonde Czich,2604,0.049,23,27,American Blonde Ale,16,Evil Czech Brewery,Mishawaka, IN
White Reaper,2432,0.07,61,27,Belgian IPA,16,Evil Czech Brewery,Mishawaka, IN
Bobblehead,2431,0.051,,27,American Pale Wheat Ale,16,Evil Czech Brewery,Mishawaka, IN
Lucky Dog,2430,0.052,,27,American Pale Ale (APA),16,Evil Czech Brewery,Mishawaka, IN
Voodoo,2429,0.048,,27,American Porter,16,Evil Czech Brewery,Mishawaka, IN
General George Patton Pilsner,1967,0.054,48,27,Czech Pilsener,16,Evil Czech Brewery,Mishawaka, IN
Nomader Weiss,2283,0.04,,174,Berliner Weissbier,12,Evil Twin Brewing,Brooklyn, NY
Molotov Lite,2248,0.085,90,174,American Double / Imperial IPA,16,Evil Twin Brewing,Brooklyn, NY
Hipster Ale (Two Roads Brewing),1287,0.055,,174,American Pale Ale (APA),12,Evil Twin Brewing,Brooklyn, NY
Bikini Beer,1286,0.027,,174,American IPA,12,Evil Twin Brewing,Brooklyn, NY
Hipster Ale (Westbrook Brewing),640,0.055,,174,American Pale Ale (APA),12,Evil Twin Brewing,Brooklyn, NY
Iron Horse Pale Ale,1722,0.05,32,336,American Pale Ale (APA),12,Fargo Brewing Company,Fargo, ND
Stone's Throw IPA,1435,0.045,19,336,Scottish Ale,12,Fargo Brewing Company,Fargo, ND
Wood Chipper India Pale Ale,1434,0.067,70,336,American IPA,12,Fargo Brewing Company,Fargo, ND
